,filename,location,name,release_date,overview,genre,vote_average,vote_count,popularity,cast_top5,trailer,poster,director,runtime
224,Ex.Machina.2015.1080p.BluRay.x264.YIFY.mp4,D:/Movies\from keiths dec 15,Ex Machina,2015-01-21,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.","Drama, Science Fiction",7.573,13976,8.4706,"Domhnall Gleeson as Caleb
Alicia Vikander as Ava
Oscar Isaac as Nathan
Sonoya Mizuno as Kyoko
Corey Johnson as Jay
",https://youtu.be/s-HiQ9K2uf4,https://image.tmdb.org/t/p/w154/dmJW8IAKHKxFNiUnoDR7JfsK7Rp.jpg,Alex Garland,108 min
225,Guardians of the Galaxy  (2014)  1080p.BluRay.DTS-HD.x264 - MAJESTIC.wmv,D:/Movies\from keiths dec 15,Guardians of the Galaxy,2014-07-30,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.","Action, Science Fiction, Adventure",7.905,29253,8.3956,"Chris Pratt as Peter Quill
Zoe Saldaña as Gamora
Dave Bautista as Drax
Vin Diesel as Groot (voice)
Bradley Cooper as Rocket (voice)
",https://youtu.be/b7yOuhI1dzU,https://image.tmdb.org/t/p/w154/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg,James Gunn,121 min
226,Henry.and.June.1990.720p.BluRay.x264.YIFY.mp4,D:/Movies\from keiths dec 15,Henry and June,1990-09-28,"While traveling in Paris, author Henry Miller and his wife, June, meet Anais Nin, and sexual sparks fly as Nin starts an affair with the openly bisexual June. When June is forced to return to the U.S., she gives Nin her blessing to sleep with her husband. Then, when June returns to France, an unexpected, and sometimes contentious, threesome forms.",Romance,6.038,218,9.0898,"Fred Ward as Henry Miller
Uma Thurman as June Miller
Maria de Medeiros as Anais Nin
Kevin Spacey as Richard Osborn
Bruce Myers as Jack
",https://youtu.be/b7yOuhI1dzU,https://image.tmdb.org/t/p/w154/cDMQLwT5LpdbA4dc4Twn43sbGRw.jpg,Philip Kaufman,136 min
227,Her.2013 WEBScr.x264 Ac3-MiLLENiUM.mkv,D:/Movies\from keiths dec 15,Her,2013-12-18,"In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.","Romance, Science Fiction, Drama",7.842,15005,11.7191,"Joaquin Phoenix as Theodore
Scarlett Johansson as Samantha (voice)
Lynn Adrianna as Letter Writer #1
Lisa Renee Pitts as Letter Writer #2
Gabe Gomez as Letter Writer #3
",https://youtu.be/XsQqMwacZQw,https://image.tmdb.org/t/p/w154/eCOtqtfvn7mxGl6nfmq4b1exJRc.jpg,Spike Jonze,126 min
228,Iron.Man.3.2013.1080p.BluRay.x264.YIFY.mp4,D:/Movies\from keiths dec 15,Iron Man 3,2013-04-18,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.","Action, Adventure, Science Fiction",6.931,23090,17.097,"Robert Downey Jr. as Tony Stark
Gwyneth Paltrow as Pepper Potts
Don Cheadle as Colonel James Rhodes
Guy Pearce as Aldrich Killian
Rebecca Hall as Maya Hansen
",https://youtu.be/f_h95mEd4TI,https://image.tmdb.org/t/p/w154/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,Shane Black,130 min
229,rust.and.bone.2012-mucker.avi,D:/Movies\from keiths dec 15,rust and bone,2012-05-17,"Put in charge of his young son, Ali leaves Belgium for Antibes to live with his sister and her husband as a family. Ali's bond with Stephanie, a killer whale trainer, grows deeper after Stephanie suffers a horrible accident.","Drama, Romance",7.155,1445,1.4511,"Marion Cotillard as Stéphanie
Matthias Schoenaerts as Alain 'Ali' van Versch
Armand Verdure as Sam
Céline Sallette as Louise
Corinne Masiero as Anna
",https://youtu.be/1u74RX6o-8I,https://image.tmdb.org/t/p/w154/6bcerd7CeQ5y5Dilym1O2C8c8Gl.jpg,Jacques Audiard,123 min
230,MODIGLIANI.avi,D:/Movies\from keiths dec 15,MODIGLIANI,2004-05-18,"Set in Paris in 1919, biopic centers on the life of late Italian artist Amedeo Modigliani, focusing on his last days as well as his rivalry with Pablo Picasso. Modigliani, a Jew, has fallen in love with Jeanne, a young and beautiful Catholic girl. The couple has an illegitimate child, and Jeanne's bigoted parents send the baby to a faraway convent to be raised by nuns.",Drama,7.039,204,5.971,"Andy Garcia as Amedeo Modigliani
Elsa Zylberstein as Jeanne Hébuterne
Omid Djalili as Pablo Picasso
Hippolyte Girardot as Maurice Utrillo
Eva Herzigová as Olga Picasso
",https://youtu.be/GCN-p5_HT_M,https://image.tmdb.org/t/p/w154/dyvkjImdzdERJnRPwx5Tj39c8a0.jpg,Mick Davis,128 min
231,The.English.Patient[Eng]Dvdrip.Dino.avi,D:/Movies\from keiths dec 15,The,2025-10-29,"When a mysterious child is found by a tribal couple near a roaring waterfall, they raise him as their own. As he grows, Sivudu is drawn to the world beyond the cliffs, where he discovers the ancient kingdom of Mahishmati, ruled by a cruel tyrant, haunted by rebellion, and bound to his past. What begins as a quest for love soon unravels a legacy of betrayal, sacrifice, and a forgotten prince.","Action, Drama",6.1,26,74.3052,"Prabhas as Mahendra Bahubali / Amarendra Bahubali / Maharaja Veerendra Vikramadeva
Rana Daggubati as Bhallaladeva
Anushka Shetty as Devasena
Ramya Krishnan as Sivagami
Sathyaraj as Karikala Kattappa Nadar
",No trailer available,https://image.tmdb.org/t/p/w154/z9YIo2qscyaXYgRqIdRJtND3bw8.jpg,S. S. Rajamouli,224 min
232,IRIS.avi,D:/Movies\from keiths dec 15,IRIS,2016-11-16,"The sudden disappearance of a wealthy banker's wife cracks open a dizzying world of secret fetishes, desperate acts and elaborate deceptions.","Thriller, Drama",5.857,259,4.2324,"Romain Duris as Max Lopez
Charlotte Le Bon as Claudia
Jalil Lespert as Antoine Doriot
Camille Cottin as Capitaine Nathalie Vasseur
Adel Bencherif as Capitaine Malek Ziani
",https://youtu.be/BNHyTnzxeyk,https://image.tmdb.org/t/p/w154/tzVLPSoLfs0U3JHeGW5RKvsRAO.jpg,Jalil Lespert,98 min
233,12 Years a Slave[2013] DVDScr XviD-SaM[ETRG].avi,D:/Movies\from keiths dec 15\12 Years a Slave[2013] DVDScr XviD-SaM[ETRG],12 Years a Slave,2013-10-18,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.","Drama, History",7.934,11782,7.8367,"Chiwetel Ejiofor as Solomon Northup
Michael Fassbender as Edwin Epps
Lupita Nyong'o as Patsey
Benedict Cumberbatch as William Ford
Paul Dano as John Tibeats
",https://youtu.be/z02Ie8wKKRg,https://image.tmdb.org/t/p/w154/xdANQijuNrJaw1HA61rDccME4Tm.jpg,Steve McQueen,134 min
234,SaMple.avi,D:/Movies\from keiths dec 15\12 Years a Slave[2013] DVDScr XviD-SaM[ETRG],SaMple,2019-04-10,,,7.0,1,0.2604,"Érica Ribeiro as 
Jorge Guerreiro as 
Fabiana Pimenta as 
Alice Marcolino as 
Suzi Castro Jardim as 
",https://youtu.be/z02Ie8wKKRg,https://image.tmdb.org/t/p/w154/xBW0tpZBH2YGkL5Hey83FthSXkE.jpg,Ana Julia Travia,15 min
235,Airplane! 1980 1080p BluRay x264 AC3 - Ozlem.mp4,D:/Movies\from keiths dec 15\Airplane! 1980 1080p BluRay x264 AC3 - Ozlem,Airplane!,1980-06-27,An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,Comedy,7.312,4910,6.6816,"Robert Hays as Ted Striker
Julie Hagerty as Elaine Dickinson
Leslie Nielsen as Dr. Rumack
Kareem Abdul-Jabbar as Roger Murdock
Lloyd Bridges as Steve McCroskey
",https://youtu.be/HMnVs287AJ4,https://image.tmdb.org/t/p/w154/7Q3efxd3AF1vQjlSxnlerSA7RzN.jpg,"Jerry Zucker, David Zucker, Jim Abrahams",88 min
236,Interstellar.mp4,D:/Movies\from keiths dec 15\Interstellar (2014) (2014) [1080p],Interstellar,2014-11-05,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,"Adventure, Drama, Science Fiction",8.466,38729,42.8479,"Matthew McConaughey as Cooper
Anne Hathaway as Brand
Michael Caine as Professor Brand
Jessica Chastain as Murph
Casey Affleck as Tom
",https://youtu.be/827FNDpQWrQ,https://image.tmdb.org/t/p/w154/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,Christopher Nolan,169 min
237,Lawrence.of.Arabia.1962.1080p.BluRay.x264.anoXmous_.mp4,D:/Movies\from keiths dec 15\Lawrence.of.Arabia.1962.1080p.BluRay.x264.anoXmous,Lawrence of Arabia,1962-12-11,"During World War I, English officer Thomas Edward 'T.E.' Lawrence sets out to unite and lead the diverse, often warring, Arab tribes to fight the Turks.","Adventure, History, War",7.994,3315,7.1918,"Peter O'Toole as T.E. Lawrence
Alec Guinness as Prince Feisal
Omar Sharif as Sherif Ali
Anthony Quinn as Auda abu Tayi
Jack Hawkins as General Allenby
",No trailer available,https://image.tmdb.org/t/p/w154/AiAm0EtDvyGqNpVoieRw4u65vD1.jpg,David Lean,228 min
238,Los Ultimos Dias (2013) [DVDRip][Castellano AC3 5.1][www.lokotorrents.com].avi,D:/Movies\from keiths dec 15\Los Ultimos Dias (2013) [DVDRip][Castellano AC3 5.1][www.lokotorrents.com],Los Ultimos Dias,2020-06-15,,Drama,0.0,0,3.3232,"María Quoz as 
Nailea Norvind as 
Fernando Becerril as 
",No trailer available,https://image.tmdb.org/t/p/w154/ebhYwwXWGB7kqUCxEfRSwpG8NgG.jpg,Pablo Camargo López,0 min
239,Manhattan [1979] 720p BRRip H264 AC3 - CODY.mp4,D:/Movies\from keiths dec 15\Manhattan [1979] 720p BRRip H264 AC3 - CODY,Manhattan,1924-10-28,A wealthy New Yorker falls in love with a burglar's sister.,"Adventure, Comedy, Romance, Drama",6.0,1,6.0768,"Richard Dix as Peter Minuit
Jacqueline Logan as Mary Malone
Gregory Kelly as Spike, her brother
George Siegmann as Bud McGinnis
Gunboat Smith as Joe Madden
",No trailer available,https://image.tmdb.org/t/p/w154/y2Hl5jPBUVPTiQN5ribqNpkqA9i.jpg,R.H. Burnside,70 min
240,Nebraska.2013.1080p.BluRay.x264.YIFY.mp4,D:/Movies\from keiths dec 15\Nebraska (2013) [1080p],Nebraska,2013-09-21,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.","Drama, Adventure",7.452,1870,5.5831,"Bruce Dern as Woody Grant
Will Forte as David Grant
June Squibb as Kate Grant
Bob Odenkirk as Ross Grant
Stacy Keach as Ed Pegram
",https://youtu.be/YvW_DmfKfSk,https://image.tmdb.org/t/p/w154/o1t2Mw18EEBnl8v4Nby3PFjxnM1.jpg,Alexander Payne,115 min
241,Dead Man.avi,D:/Movies\from keiths dec 15\Jim Jarmusch - Dead Man,Dead Man,1995-12-23,"On the run after committing murder, an accountant encounters a strange Native American man who prepares him for his journey into the spiritual world.","Drama, Fantasy, Western",7.306,1684,2.806,"Johnny Depp as William Blake
Gary Farmer as Nobody
Crispin Glover as Train Fireman
Lance Henriksen as Cole Wilson
Michael Wincott as Conway Twill
",No trailer available,https://image.tmdb.org/t/p/w154/jX3wGBVoYoAY3IixBpwYk1fjT4z.jpg,Jim Jarmusch,121 min
242,Abre los ojos.avi,D:/Movies\from keiths dec 15\Open Your Eyes,Abre los ojos,1997-12-19,"Handsome 25-year-old Cesar had it all -- a successful career, expensive cars, a swank bachelor's pad, and an endless string of beautiful and willing women -- until he is thrown into a strange psychological mystery after a car accident scars his face and lands him in prison.","Drama, Thriller, Science Fiction",7.448,1149,2.392,"Eduardo Noriega as César
Penélope Cruz as Sofía
Chete Lera as Antonio
Fele Martínez as Pelayo
Najwa Nimri as Nuria
",https://youtu.be/PBtnPuB0x3U,https://image.tmdb.org/t/p/w154/x6g4veF2EUZHEu6hrW8TfTTzjU0.jpg,Alejandro Amenábar,117 min
243,solaris.avi,D:/Movies\from keiths dec 15\solaris,solaris,2002-11-27,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.,"Drama, Science Fiction, Mystery",5.933,1406,2.7151,"George Clooney as Chris Kelvin
Natascha McElhone as Rheya
Viola Davis as Gordon
Jeremy Davies as Snow
Ulrich Tukur as Gibarian
",https://youtu.be/fl_vGUJWYp8,https://image.tmdb.org/t/p/w154/drdrB1hEZmzFlK1xtW5HMxK3LUJ.jpg,Steven Soderbergh,99 min
244,The.Grand.Budapest.Hotel.2014.1080p.BluRay.x264.YIFY.mp4,D:/Movies\from keiths dec 15\The Grand Budapest Hotel (2014) [1080p],The Grand Budapest Hotel,2014-02-26,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.","Comedy, Drama",8.033,15693,11.2015,"Ralph Fiennes as M. Gustave
F. Murray Abraham as Mr. Moustafa
Mathieu Amalric as Serge X.
Adrien Brody as Dmitri
Willem Dafoe as Jopling
",https://youtu.be/1Fg5iWmQjwk,https://image.tmdb.org/t/p/w154/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,Wes Anderson,100 min
245,The.Last.of.the.Mohicans.DC.1992.720p.BrRip.x264.YIFY.mp4,D:/Movies\from keiths dec 15\The Last of the Mohicans DDC (1992)\The Last of the Mohicans DDC (1992)\The Last of the Mohicans DDC (1992),The Last of the Mohicans,1987-07-31,"An animated version of James Fenimore Cooper's classic wilderness adventure during the French and Indian War in colonial America. Hawkeye is in his prime as the famous scout who rescues the daughters of the Commander of a frontier fort. Produced by Burbank Films Australia.","Animation, TV Movie, Adventure",6.0,1,0.2747,"John Waters as Hawkeye Bumppo (voice)
Andrew Clarke as (voice)
Bill Conn as (voice)
Wallas Eaton as (voice)
Ross Higgins as (voice)
",https://youtu.be/1Fg5iWmQjwk,https://image.tmdb.org/t/p/w154/zHjfln159K58Zd2dFqVJSplDB8.jpg,Geoff Collins,55 min
